Excel Store Name,Excel City,Excel State,Match %,DB Store Name,DB City,DB Store ID,Status
"Saini Electric House","Chandigarh","Chandigarh",39,"Sadana Electric Store","Lucknow","store_002202","UNMATCHED"
"Neeraj Agencies Pvt Ltd.","Sirmaur","Himachal Pradesh",39,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Hotspot- Malviya Nagar","Delhi","Delhi",39,"Croma-Delhi-Malviya Nagar","Delhi","store_000396","UNMATCHED"
"Hotspot- Delhi - Malviya Nagar","Delhi","Delhi",39,"Croma-Delhi-Malviya Nagar","Delhi","store_000396","UNMATCHED"
"Hotspot- Delhi - Hotspot Uttam Nagar","Delhi","Delhi",39,"Rakesh Electronics (Uttam Nagar)","Delhi","store_002190","UNMATCHED"
"Hotspot- Raj Nagar","Ghaziabad","Uttar Pradesh",39,"VS-Ts(A.S.Rao Nagar)","Hyderabad","store_000191","UNMATCHED"
"Hotspot- Pacific Mall","Ghaziabad","Uttar Pradesh",39,"Croma-Delhi-Pacific Mall","Delhi","store_000377","UNMATCHED"
"Sahu Agencies Pvt Ltd","Lucknow","Uttar Pradesh",39,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Ravi Corporation","Surat","Gujarat",39,"MALIK TRADING CORPORATION","Jammu","store_001924","UNMATCHED"
"Vs - Rr Nagar","Bangalore","Karnataka",39,"VS-Ts(A.S.Rao Nagar)","Hyderabad","store_000191","UNMATCHED"
"Kalpaka Electronics And Home Bazzar","Calicut","Kerala",39,"KHUSHI ELECTRONICS AND ELECTRICALS","Patna","store_002123","UNMATCHED"
"Qrs Retail Limited","Ernakulam","Kerala",39,"MAA AMBEY RETAIL PRIVATE LIMITED","Patna","store_002124","UNMATCHED"
"Shree Gupta Agencies","Jaipur","Rajasthan",39,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"M D Agencies","Lucknow","Uttar Pradesh",39,"SHARMA AGENCIES","Lucknow","store_000719","UNMATCHED"
"Ira Associates","Lucknow","Uttar Pradesh",39,"ASP - JJ ASSOCIATES","Cochin","store_001378","UNMATCHED"
"Sahitya Enterprises Pvt Ltd","Lucknow","Uttar Pradesh",39,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Multi Channel Electronics Pvt. Ltd.","Kolkata","West Bengal",39,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Nnema Endeavour Pvt Ltd","Lucknow","Uttar Pradesh",39,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Shree Jain Traders","Mumbai","Maharashtra",39,"SHYAM TRADERS","Lucknow","store_002058","UNMATCHED"
"VS -Delhi(Najafgarh)","Delhi","Delhi",38,"VS-Delhi(Najafgarh)","Delhi","store_000182","UNMATCHED"
"VS -Ahmedabad(Bopal)","Ahmedabad","Gujarat",38,"VS-Ahmedabad(Bopal)","Ahmedabad","store_000184","UNMATCHED"
"VS -Ts(Mehdipatnam)","Hyderabad","Telangana",38,"VS-Ts(Mehdipatnam)","Hyderabad","store_000197","UNMATCHED"
"VS -Ts(Mailardevpally)","Hyderabad","Telangana",38,"VS-Ts(Mailardevpally)","Hyderabad","store_000202","UNMATCHED"
"VS -Haryana(Dundahera)","Gurugram","Haryana",38,"VS-Haryana(Dundahera)","Gurugram","store_000204","UNMATCHED"
"VS -Ts(Chandrayangutta)","Hyderabad","Telangana",38,"VS-Ts(Chandrayangutta)","Hyderabad","store_000209","UNMATCHED"
"VS -Gandhinagar(Sargasan)","Ahmedabad","Gujarat",38,"VS-Gandhinagar(Sargasan)","Ahmedabad","store_000214","UNMATCHED"
"VS -Ts(Hayathnagar)","Hyderabad","Telangana",38,"VS-Ts(Hayathnagar)","Hyderabad","store_000216","UNMATCHED"
"VS -Ap(Tirupathi-M.R.Pally)","Tirupati","Andhra Pradesh",38,"VS-Ap(Tirupathi-M.R.Pally)","Tirupati","store_000218","UNMATCHED"
"Dhingra & Sons","Amritsar","Punjab",38,"LAXMI & SONS","Kolkata","store_002011","UNMATCHED"
"M S Bhagya Laxmi Sales  Service","Hyderabad","Telangana",38,"ASP - M S HOME CARE SERVICE","Cochin","store_001583","UNMATCHED"
"M S Trinity Associates","Thiruvananthapuram","Kerala",38,"M S DISTRIBUTORS","Ghaziabad","store_000054","UNMATCHED"
"G M Trading","Chandigarh","Chandigarh",38,"MAHESH TRADING","Karnal","store_000837","UNMATCHED"
"Nimsan Technology Pvt Ltd","Gurgaon","Haryana",38,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Hotspot- Ghaziabad- New Gt Road","Ghaziabad","Uttar Pradesh",38,"Croma-Aurangabad-Old GT Road","Aurangabad","store_000240","UNMATCHED"
"Value Plus -M/S Sidhbali Retail Private Limited (Chandausi)","Chandausi","Uttar Pradesh",38,"MAA AMBEY RETAIL PRIVATE LIMITED","Patna","store_002124","UNMATCHED"
"Bombay Radio-Jail Road","Indore","Madhya Pradesh",38,"Croma-Gaya-Jail Road","Gaya","store_000239","UNMATCHED"
"Darshak Electronics - Nahrunagar","Ahmedabad","Gujarat",38,"Rakesh Electronics ( Narela )","Delhi","store_002207","UNMATCHED"
"Mehta Automobiles Pvt Ltd","Indore","Madhya Pradesh",38,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Shree Ji Sales","Indore","Madhya Pradesh",38,"SUPER SALES","Delhi","store_000871","UNMATCHED"
"Fair Growth Marketing","Visakhapatnam","Andhra Pradesh",38,"A.G MARKETING","Kanpur","store_001948","UNMATCHED"
"Jain Electronicsrohtas Nagar","Delhi","Delhi",38,"Rakesh Electronics (Uttam Nagar)","Delhi","store_002190","UNMATCHED"
"Gaya Prasad Furniture","Lucknow","Uttar Pradesh",38,"DREAMS FURNITURE","Kolkata","store_002002","UNMATCHED"
"S K Engineers.","Noida","Uttar Pradesh",38,"ASP - S k enterprises","Delhi","store_001359","UNMATCHED"
"Hitachi Studio - Prakash Trading Company","Delhi","Delhi",38,"RK TRADING COMPANY","Kanpur","store_001990","UNMATCHED"
"Ganesh Electronics (Dombivali)","Mumbai","Maharashtra",38,"Rakesh Electronics ( Narela )","Delhi","store_002207","UNMATCHED"
"Vishal Electronics (Govandi)","Mumbai","Maharashtra",38,"SYAL ELECTRONICS","Delhi","store_000911","UNMATCHED"
"Sachdeva Electronic Centre","Chandigarh","Chandigarh",38,"ELECTRONIC CENTER","Kolkata","store_002003","UNMATCHED"
"Vs - Up(Indirapuram) Br","Ghaziabad","Uttar Pradesh",37,"VS-Delhi(Pitampura) Br","Delhi","store_000168","UNMATCHED"
"VS -Ts(Hastinapur)","Hyderabad","Telangana",37,"VS-Ts(Hastinapur)","Hyderabad","store_000141","UNMATCHED"
"VS -Ts(Kompally)","Hyderabad","Telangana",37,"VS-Ts(Kompally)","Hyderabad","store_000143","UNMATCHED"
"VS -Delhi(Burari)","Delhi","Delhi",37,"VS-Delhi(Burari)","Delhi","store_000147","UNMATCHED"
"VS -Surat(Bhatar)","Surat","Gujarat",37,"VS-Surat(Bhatar)","Surat","store_000169","UNMATCHED"
"VS -Delhi(Narela)","Delhi","Delhi",37,"VS-Delhi(Narela)","Delhi","store_000175","UNMATCHED"
"VS -Ts(Nagaram)","Hyderabad","Telangana",37,"VS-Ts(Nagaram)","Hyderabad","store_000194","UNMATCHED"
"VS -Ts(Nallakunta)","Hyderabad","Telangana",37,"VS-Ts(Nallakunta)","Hyderabad","store_000196","UNMATCHED"
"VS -Ts(Madinaguda)","Hyderabad","Telangana",37,"VS-Ts(Madinaguda)","Hyderabad","store_000198","UNMATCHED"
"VS -Ap(Vijayawada)","Vijayawada","Andhra Pradesh",37,"VS-Ap(Vijayawada)","Vijayawada","store_000223","UNMATCHED"
"VS -Ts(Warangal)","Warangal","Telangana",37,"VS-Ts(Warangal)","Warangal","store_000226","UNMATCHED"
"VS -Ap(Kakinada)","Kakinada","Andhra Pradesh",37,"VS-Ap(Kakinada)","Kakinada","store_000228","UNMATCHED"
"VS -Ap(Rajamundry)","Rajahmundry","Andhra Pradesh",37,"VS-Ap(Rajamundry)","Rajahmundry","store_000230","UNMATCHED"
"Croma - Chennai-Ambattur- A356","Chennai","Tamil Nadu",37,"Croma -Chennai-Tambaram West","Chennai","store_001057","UNMATCHED"
"Abhay Steel And Furniture Mart","West Champaran","Bihar",37,"PUNJAB TELECOM AND FURNITURE HOUSE","Ludhiana","store_002092","UNMATCHED"
"Zinc Electro Bazar Private Limited","Bhubaneswar","Odisha",37,"EPLAZA WHEELS PRIVATE LIMITED","Patna","store_002115","UNMATCHED"
"Deep Gift Corner Pvt Ltd.","Delhi","Delhi",37,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Shree Balaji Sale And Service Solutions","Delhi","Delhi",37,"SHREE BALAJI ENTERPRISES","Kanpur","store_001991","UNMATCHED"
"Hotspot- Delhi-Karawal Nagar","Delhi","Delhi",37,"Croma-Delhi-Lajpat Nagar","Delhi","store_000395","UNMATCHED"
"Hotspot- Kolkata-Linton Street","Kolkata","West Bengal",37,"Croma-Kolkata-Park Street","Kolkata","store_000246","UNMATCHED"
"Thukral Time Centre Pvt Ltd","Delhi","Delhi",37,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Kashika Trading Co","Delhi","Delhi",37,"MAHESH TRADING","Karnal","store_000837","UNMATCHED"
"Value Plus -M/S Shivam Enterprises (Shahjanwa)","Ghaziabad","Uttar Pradesh",37,"SHIVAM ENTERPRISES","Delhi","store_000887","UNMATCHED"
"Value Plus -M/S Madaan Electronics (New)","Ghaziabad","Uttar Pradesh",37,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Agrawal Galaxy","Indore","Madhya Pradesh",37,"AGRAWAL ELECTRONICS","Kanpur","store_001949","UNMATCHED"
"Reliance Digital- Dcm","Kolkata","West Bengal",37,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Ritwik Enterprises Devali","Delhi","Delhi",37,"RADHIKA ENTERPRISES","Patna","store_002136","UNMATCHED"
"Neeru Electronics-Malviya Nagar","Delhi","Delhi",37,"Rakesh electronics(Patel Nagar)","Delhi","store_002187","UNMATCHED"
"Ruchi Electronics-Indira Nagar","Lucknow","Uttar Pradesh",37,"Rakesh electronics(Patel Nagar)","Delhi","store_002187","UNMATCHED"
"Universal Services","Bhubaneswar","Odisha",37,"ASP - Roy Services","Kolkata","store_001350","UNMATCHED"
"A One Radios","Indore","Madhya Pradesh",37,"CHAWLA RADIOS","Ludhiana","store_002068","UNMATCHED"
"Electronics Mart India Limited","Hyderabad","Telangana",37,"KUMAR ELECTRONICS INDIA ROHINI","Delhi","store_000856","UNMATCHED"
"Shri Balaji Collection","Gurgaon","Haryana",37,"SHRI BALA JI ELECTRONICS","Kanpur","store_001992","UNMATCHED"
"Nod (Ambedkar Road)","Noida","Uttar Pradesh",37,"Croma-Neemuch-Ambedkar Road","Neemuch","store_000371","UNMATCHED"
"Prashant Electric Company","Noida","Uttar Pradesh",37,"PRASHANT ELECTRONIC AND BATTRY","Kanpur","store_001984","UNMATCHED"
"Subudhi Electrical Stores","Bhubaneswar","Odisha",37,"PRUTHI ELECTRICAL","Ludhiana","store_002089","UNMATCHED"
"Titu Electric Co","Mohali","Punjab",37,"VIMAL ELECTRIC","Patna","store_000953","UNMATCHED"
"Darsh Airconditioning Solutions","Lucknow","Uttar Pradesh",37,"S S AIRCONDITIONING","Ludhiana","store_002095","UNMATCHED"
"Mohit Muskan","Noida","Uttar Pradesh",37,"MOHIT ELECTROVISION","Faridabad","store_000794","UNMATCHED"
"Paragon Telelinks Pvt Ltd (2)","Mumbai","Maharashtra",37,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Vs - Up(Gaur Chowk)","Greater Noida","Uttar Pradesh",36,"VS-Pune(Dange Chowk)","Pune","store_001641","UNMATCHED"
"Vs - Delhi(Daryaganj)","Delhi","Delhi",36,"VS-Delhi(Daryaganj)","Delhi","store_000095","UNMATCHED"
"Vs - Delhi(Durgapuri)","Delhi","Delhi",36,"VS-Delhi(Durgapuri)","Delhi","store_000131","UNMATCHED"
"VS -Palghar","Thane","Maharashtra",36,"VS-Palghar","Thane","store_000135","UNMATCHED"
"VS -Ts(Bhel)","Hyderabad","Telangana",36,"VS-Ts(Bhel)","Hyderabad","store_000172","UNMATCHED"
"Vs - Kalyan(Khadakpada)","Thane","Maharashtra",36,"VS-Kalyan(Khadakpada)","Thane","store_000183","UNMATCHED"
"Vs - Ts(Chintalkunta)","Hyderabad","Telangana",36,"VS-Ts(Chintalkunta)","Hyderabad","store_000186","UNMATCHED"
"VS -Ap(Vizag)","Vijayawada","Andhra Pradesh",36,"VS-Ap(Vizag)","Vijayawada","store_000219","UNMATCHED"
"Croma -Pune-Moshi- A576","Pune","Maharashtra",36,"Croma -Pune-Kothrud 2","Pune","store_001050","UNMATCHED"
"Croma - Chennai-Urapakkam- A339","Chennai","Tamil Nadu",36,"Croma -Chennai-Tambaram West","Chennai","store_001057","UNMATCHED"
"Expert Aircon Services","Mumbai","Maharashtra",36,"ASP - Roy Services","Kolkata","store_001350","UNMATCHED"
"Kts Services","Ghaziabad","Uttar Pradesh",36,"ASP - Roy Services","Kolkata","store_001350","UNMATCHED"
"Siri Solutions","Bangalore","Karnataka",36,"ASP - Alliance Solutions","Delhi","store_001333","UNMATCHED"
"M S Fridge Palace","Pathanamthitta","Kerala",36,"M S DISTRIBUTORS","Ghaziabad","store_000054","UNMATCHED"
"R S Service Point","Faridabad","Haryana",36,"S R  ELECTRONICS","Jodhpur","store_001942","UNMATCHED"
"Shree Ganesh Cool Services","Mumbai","Maharashtra",36,"ASP - M S SHREE SERVICES","Pune","store_001354","UNMATCHED"
"Maa Tabhamani Trading","Bhubaneswar","Odisha",36,"MAHESH TRADING","Karnal","store_000837","UNMATCHED"
"Ahuja Light Store","Jaipur","Rajasthan",36,"BHATIA DISH STORE","Ranchi","store_002150","UNMATCHED"
"Hotspot- Delhi-Vikas Marg Ix","Delhi","Delhi",36,"VS-Delhi(Vikas Marg) Br","Delhi","store_000098","UNMATCHED"
"Hotspot- Delhi-Vikas Marg Xi","Delhi","Delhi",36,"VS-Delhi(Vikas Marg) Br","Delhi","store_000098","UNMATCHED"
"Hotspot- Ghaziabad-Gandhi Nagar","Ghaziabad","Uttar Pradesh",36,"Croma-Ahmedabad-Mani Nagar","Ahmedabad","store_000305","UNMATCHED"
"Ankur Electronics & Services","Pune","Maharashtra",36,"ANAND ELECTRONICS","Delhi","store_000895","UNMATCHED"
"Top Ten Electronics Shoppe","Mumbai","Maharashtra",36,"Golden Electronics Godrej","Lucknow","store_001139","UNMATCHED"
"Value Plus -M/S Agarwal Electronics (Shahjahanpur)","Ghaziabad","Uttar Pradesh",36,"AGARWAL ELECTRONICS","Lucknow","store_002035","UNMATCHED"
"Value Plus -M/S Satnam Electronics (Gonda)","Ghaziabad","Uttar Pradesh",36,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Sharma Electronics-Jalandhar","Ludhiana","Punjab",36,"SHARMA ENTERPRISES","Delhi","store_000926","UNMATCHED"
"Darshak Electronics - Navrangpura","Ahmedabad","Gujarat",36,"ANIL ELECTRONICS BABARPUR","Delhi","store_000924","UNMATCHED"
"Hitachi Studio-Amrutha Enterprises","Vijayawada","Andhra Pradesh",36,"AARUSH ENTERPRISES","Delhi","store_000853","UNMATCHED"
"Reliance Digital-Ghatkopar R City Mall","Mumbai","Maharashtra",36,"Croma-Hyderabad-Sarath City Mall","Hyderabad","store_000488","UNMATCHED"
"Shri Avone Electronics Private Limi","Raipur","Chhattisgarh",36,"SHRI BALA JI ELECTRONICS","Kanpur","store_001992","UNMATCHED"
"Saluja Computers And Services","Raipur","Chhattisgarh",36,"ASP - INFINITI SALES AND SERVICES","Delhi","store_001344","UNMATCHED"
"Haryana Oil Store","Gurgaon","Haryana",36,"HARYANA REDIOS","Ludhiana","store_002079","UNMATCHED"
"Verma Service Point","Faridabad","Haryana",36,"ELECTRIC POINT","Ghaziabad","store_000058","UNMATCHED"
"Baba Akhandalmani Electricals","Bhubaneswar","Odisha",36,"SHYAM ELECTRICALS","Ghaziabad","store_000024","UNMATCHED"
"India Spare Parts","Ghaziabad","Uttar Pradesh",36,"GULSHAN SPARE PART","Kanpur","store_001963","UNMATCHED"
"Shanti Electricals And Home Applian","Noida","Uttar Pradesh",36,"KHUSHI ELECTRONICS AND ELECTRICALS","Patna","store_002123","UNMATCHED"
"Great Eastern Trading","Kolkata","West Bengal",36,"MAHESH TRADING","Karnal","store_000837","UNMATCHED"
"Golden Telecom Nx","Mumbai","Maharashtra",36,"ARMAN TELECOM","Faridabad","store_000801","UNMATCHED"
"G.B.Sales Corporation","Jhajjar","Haryana",36,"MALIK TRADING CORPORATION","Jammu","store_001924","UNMATCHED"
"Mishra Refrigeration Engineers Pvt Ltd","Delhi","Delhi",36,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Ashoka Shopping Mall","Firozabad","Uttar Pradesh",35,"Croma-Bhopal-DB Mall","Bhopal","store_000358","UNMATCHED"
"Vs - Pune(Hadapsar)","Pune","Maharashtra",35,"VS-Pune(Hadapsar)","Pune","store_000089","UNMATCHED"
"Vs - Ts(Karmanghat)","Hyderabad","Telangana",35,"VS-Ts(Karmanghat)","Hyderabad","store_000096","UNMATCHED"
"Vs - Pune(Kondhawa)","Pune","Maharashtra",35,"VS-Pune(Kondhawa)","Pune","store_000110","UNMATCHED"
"Vs - Delhi(Nawada)","Delhi","Delhi",35,"VS-Delhi(Nawada)","Delhi","store_000162","UNMATCHED"
"Vs - Delhi(Nangloi)","Delhi","Delhi",35,"VS-Delhi(Nangloi)","Delhi","store_000170","UNMATCHED"
"Vs - Mumbra(Kausa)","Thane","Maharashtra",35,"VS-Mumbra(Kausa)","Thane","store_000185","UNMATCHED"
"Vs - Ts(Punjagutta)","Hyderabad","Telangana",35,"VS-Ts(Punjagutta)","Hyderabad","store_000207","UNMATCHED"
"Croma -Pune-Baner- A156","Pune","Maharashtra",35,"Croma -Bhubaneswar-Patia","Bhubaneswar","store_001016","UNMATCHED"
"Croma -Mumbai-Virar- A288","Mumbai","Maharashtra",35,"Croma -Bhubaneswar-Patia","Bhubaneswar","store_001016","UNMATCHED"
"Banga Electroics","Hansi","Haryana",35,"GANGA ELECTRONICS","Hooghly","store_001076","UNMATCHED"
"Veer Trading Co Pvt Ltd","Delhi","Delhi",35,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Vyas Digital Retail Pvt Ltd","Bhubaneswar","Odisha",35,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"R.K.Video","Jammu","Jammu & Kashmir",35,"R.K VIDEO","Jammu","store_001928","UNMATCHED"
"Croma-Nashik- Jail Road- A737","Nashik","Maharashtra",35,"Croma-Gaya-Jail Road","Gaya","store_000239","UNMATCHED"
"Hotspot- Delhi-Jail Road","Delhi","Delhi",35,"Croma-Delhi-Pusa Road","Delhi","store_000390","UNMATCHED"
"Hotspot- Kolkata-Chandan Nagar","Kolkata","West Bengal",35,"VS-Ts(Vivekananda Nagar)","Hyderabad","store_000122","UNMATCHED"
"Hotspot- Haryana-Panchkula Sec 20","Panchkula","Haryana",35,"Croma-Faridabad-Pacific Mall Sec 20","Faridabad","store_000446","UNMATCHED"
"Navrang Audio Video Pvt. Ltd.","Delhi","Delhi",35,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Reliance Digital - Vashi City Center","Mumbai","Maharashtra",35,"HOME CITY CENTER","Patna","store_002119","UNMATCHED"
"Value Plus -M/S Shubham Enterprises (Etah)","Etah","Uttar Pradesh",35,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Value Plus -M/S Geetanjali Electronics (Kasia)","Ghaziabad","Uttar Pradesh",35,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Value Plus -M/S Gaurav Electronics (Gonda)","Ghaziabad","Uttar Pradesh",35,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Value Plus -M/S Manas Electronicd(Faizabad Road)","Ghaziabad","Uttar Pradesh",35,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Value Plus -M/S Harish Electronics (Dadri)","Ghaziabad","Uttar Pradesh",35,"M/S MANAS ELECTRONICS","Lucknow","store_000718","UNMATCHED"
"Anil Refrigeration - Siliguri","Kolkata","West Bengal",35,"ROHIT REFRIGERATION","Kolkata","store_002021","UNMATCHED"
"Reliance Digital -Habra","Kolkata","West Bengal",35,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Great Eastern Appliances Pvt Ltd","Kolkata","West Bengal",35,"ISHA ELECTROVISION PVT LTD","Gurugram","store_000798","UNMATCHED"
"Jain Electronics-Shahdara","Delhi","Delhi",35,"JAIN ENTERPRISES","Delhi","store_000847","UNMATCHED"
"Shilpi Mobile And Electronics Private Limited","Delhi","Delhi",35,"EPLAZA WHEELS PRIVATE LIMITED","Patna","store_002115","UNMATCHED"
"Adarsh Electronic & Furniture","Noida","Uttar Pradesh",35,"ELECTRONIC CENTER","Kolkata","store_002003","UNMATCHED"
"Gada Electronics Retail India Private Limite","Noida","Uttar Pradesh",35,"KUMAR ELECTRONICS INDIA ROHINI","Delhi","store_000856","UNMATCHED"
"Deepak Treders (Tilla)","Noida","Uttar Pradesh",35,"DEEPAK ELECTRONICS","Delhi","store_000901","UNMATCHED"
"Golden Refrigeration Co-Kolkata","Kolkata","West Bengal",35,"MOUNT REFRIGERATION","Jodhpur","store_001936","UNMATCHED"
"Royal Mobile Hub","Mumbai","Maharashtra",35,"STAR MOBILE","Ludhiana","store_002099","UNMATCHED"
"Vs - Ts(Boduppal)","Hyderabad","Telangana",34,"VS-Ts(Boduppal)","Hyderabad","store_000094","UNMATCHED"
"Vs - Ts(Attapur)","Hyderabad","Telangana",34,"VS-Ts(Attapur)","Hyderabad","store_000137","UNMATCHED"
"Vs - Ts(Nacharam)","Hyderabad","Telangana",34,"VS-Ts(Nacharam)","Hyderabad","store_000164","UNMATCHED"
"Vs - Ts(Kothapet)","Hyderabad","Telangana",34,"VS-Ts(Kothapet)","Hyderabad","store_000166","UNMATCHED"
"Vs - Ts(Kondapur)","Hyderabad","Telangana",34,"VS-Ts(Kondapur)","Hyderabad","store_000181","UNMATCHED"
"Vs - Ts(Malakpet)","Hyderabad","Telangana",34,"VS-Ts(Malakpet)","Hyderabad","store_000215","UNMATCHED"
"Croma -Kolkata-Rajarhat- A197","Kolkata","West Bengal",34,"Croma -Korba-Transport Nagar","Korba","store_001046","UNMATCHED"
"Croma -Pune-Wagholi- A303","Pune","Maharashtra",34,"Croma -Pune-Kothrud 2","Pune","store_001050","UNMATCHED"
"Croma -Pune-Hinjewadi- A264","Pune","Maharashtra",34,"Croma -Pune-Kothrud 2","Pune","store_001050","UNMATCHED"
"Croma -Delhi-Saket- A042","Delhi","Delhi",34,"Croma -Nashik-Solitario","Nashik","store_001019","UNMATCHED"
"Croma -Delhi-Southex- A048","Delhi","Delhi",34,"Croma -Bhilai-Supela","Bhilai","store_001028","UNMATCHED"
"Croma -Delhi-Rajouri- A044","Delhi","Delhi",34,"Croma -Nashik-Solitario","Nashik","store_001019","UNMATCHED"
"Croma -Delhi-Rohini- A020","Delhi","Delhi",34,"Croma -Nashik-Govind Nagar","Nashik","store_001054","UNMATCHED"
"Croma -Goa-Mapusa- A621","North Goa","Goa",34,"Croma -Bilaspur-Sarkanada","Bilaspur","store_001051","UNMATCHED"
